1.000000E+00 
         512 
4.375000E-01, 5.625000E-01, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 5.625000E-01, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 5.625000E-01, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 5.625000E-01, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 5.625000E-01, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 5.625000E-01, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 5.625000E-01, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 6.875000E-01, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 6.875000E-01, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 6.875000E-01, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 6.875000E-01, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 6.875000E-01, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 6.875000E-01, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 6.875000E-01, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 6.875000E-01, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 8.125000E-01, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 8.125000E-01, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 8.125000E-01, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 8.125000E-01, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 8.125000E-01, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 8.125000E-01, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 8.125000E-01, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 8.125000E-01, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 9.375000E-01, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 9.375000E-01, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 9.375000E-01, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 9.375000E-01, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 9.375000E-01, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 9.375000E-01, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 9.375000E-01, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
4.375000E-01, 9.375000E-01, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 6.250000E-02, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 6.250000E-02, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 6.250000E-02, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 6.250000E-02, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 6.250000E-02, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 6.250000E-02, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 6.250000E-02, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 6.250000E-02, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 1.875000E-01, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 1.875000E-01, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 1.875000E-01, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 1.875000E-01, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 1.875000E-01, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 1.875000E-01, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 1.875000E-01, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 1.875000E-01, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 3.125000E-01, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 3.125000E-01, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 3.125000E-01, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 3.125000E-01, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 3.125000E-01, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 3.125000E-01, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 3.125000E-01, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 3.125000E-01, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 4.375000E-01, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 4.375000E-01, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 4.375000E-01, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 4.375000E-01, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 4.375000E-01, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 4.375000E-01, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 4.375000E-01, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 4.375000E-01, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 5.625000E-01, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 5.625000E-01, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 5.625000E-01, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 5.625000E-01, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 5.625000E-01, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 5.625000E-01, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 5.625000E-01, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 5.625000E-01, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 6.875000E-01, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 6.875000E-01, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 6.875000E-01, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 6.875000E-01, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 6.875000E-01, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 6.875000E-01, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 6.875000E-01, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 6.875000E-01, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 8.125000E-01, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 8.125000E-01, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 8.125000E-01, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 8.125000E-01, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 8.125000E-01, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 8.125000E-01, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 8.125000E-01, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 8.125000E-01, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 9.375000E-01, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 9.375000E-01, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 9.375000E-01, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 9.375000E-01, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 9.375000E-01, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 9.375000E-01, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 9.375000E-01, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
5.625000E-01, 9.375000E-01, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 6.250000E-02, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 6.250000E-02, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 6.250000E-02, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 6.250000E-02, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 6.250000E-02, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 6.250000E-02, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 6.250000E-02, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 6.250000E-02, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 1.875000E-01, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 1.875000E-01, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 1.875000E-01, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 1.875000E-01, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 1.875000E-01, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 1.875000E-01, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 1.875000E-01, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 1.875000E-01, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 3.125000E-01, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 3.125000E-01, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 3.125000E-01, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 3.125000E-01, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 3.125000E-01, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 3.125000E-01, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 3.125000E-01, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 3.125000E-01, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 4.375000E-01, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 4.375000E-01, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 4.375000E-01, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 4.375000E-01, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 4.375000E-01, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 4.375000E-01, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 4.375000E-01, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 4.375000E-01, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 5.625000E-01, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 5.625000E-01, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 5.625000E-01, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 5.625000E-01, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 5.625000E-01, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 5.625000E-01, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 5.625000E-01, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 5.625000E-01, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 6.875000E-01, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 6.875000E-01, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 6.875000E-01, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 6.875000E-01, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 6.875000E-01, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 6.875000E-01, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 6.875000E-01, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 6.875000E-01, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 8.125000E-01, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 8.125000E-01, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 8.125000E-01, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 8.125000E-01, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 8.125000E-01, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 8.125000E-01, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 8.125000E-01, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 8.125000E-01, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 9.375000E-01, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 9.375000E-01, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 9.375000E-01, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 9.375000E-01, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 9.375000E-01, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 9.375000E-01, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 9.375000E-01, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
6.875000E-01, 9.375000E-01, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 6.250000E-02, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 6.250000E-02, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 6.250000E-02, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 6.250000E-02, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 6.250000E-02, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 6.250000E-02, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 6.250000E-02, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 6.250000E-02, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 1.875000E-01, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 1.875000E-01, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 1.875000E-01, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 1.875000E-01, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 1.875000E-01, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 1.875000E-01, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 1.875000E-01, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 1.875000E-01, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 3.125000E-01, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 3.125000E-01, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 3.125000E-01, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 3.125000E-01, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 3.125000E-01, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 3.125000E-01, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 3.125000E-01, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 3.125000E-01, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 4.375000E-01, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 4.375000E-01, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 4.375000E-01, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 4.375000E-01, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 4.375000E-01, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 4.375000E-01, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 4.375000E-01, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 4.375000E-01, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 5.625000E-01, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 5.625000E-01, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 5.625000E-01, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 5.625000E-01, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 5.625000E-01, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 5.625000E-01, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 5.625000E-01, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 5.625000E-01, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 6.875000E-01, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 6.875000E-01, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 6.875000E-01, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 6.875000E-01, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 6.875000E-01, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 6.875000E-01, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 6.875000E-01, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 6.875000E-01, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 8.125000E-01, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 8.125000E-01, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 8.125000E-01, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 8.125000E-01, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 8.125000E-01, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 8.125000E-01, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 8.125000E-01, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 8.125000E-01, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 9.375000E-01, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 9.375000E-01, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 9.375000E-01, 3.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 9.375000E-01, 4.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 9.375000E-01, 5.625000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 9.375000E-01, 6.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 9.375000E-01, 8.125000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
8.125000E-01, 9.375000E-01, 9.375000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
9.375000E-01, 6.250000E-02, 6.250000E-02, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
9.375000E-01, 6.250000E-02, 1.875000E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.000000E+00
